WrkRef;CNC;DIS_PsfFile;DIS_CfgFile;PrdRefDst;Extension
Gasparini / Spark 2040;774;PstGas01.exe;PstGas01.se1;Pieza_prueba_Maxwell_2;.GPF
Gasparini / Spark 2040 2;775;PstGas01.exe;0I.se1;Pieza_prueba_Maxwell;.GPF
Gasparini / Spark 2040 2;776;PstGas01.exe;0I.se1;Pieza_prueba_Maxwell_2;.GPF
Gasparini / Spark 2040 2;777;PstGas01.exe;0I.se1;DXFPART7;.GPF
Gasparini / Spark 2040 2;778;PstGas01.exe;0I.se1;DXFPAR0105;.GPF
GHT G1530 LASER / SIEMENS;757;pstght02.exe;pstght02.se1;Pieza_prueba_Maxwell;.mpf
GHT G1530 LASER / SIEMENS;758;pstght02.exe;pstght02.se1;Pieza_prueba_Maxwell_2;.mpf
GHT G1530 LASER / SIEMENS;759;pstght02.exe;pstght02.se1;DXFPART7;.mpf
GHT G1530 LASER / SIEMENS;760;pstght02.exe;pstght02.se1;DXFPUNC0;.mpf
GHT G1530 LASER / SIEMENS;761;pstght02.exe;pstght02.se1;DXFPAR0105;.mpf
Glorystar Fiber Laser / GS-3015CE;779;PstGSR01.exe;PstGSR01.se1;Pieza_prueba_Maxwell;.NC
Glorystar Fiber Laser / GS-3015CE;780;PstGSR01.exe;PstGSR01.se1;DXFPART7;.NC
Glorystar Fiber Laser / GS-3015CE;781;PstGSR01.exe;PstGSR01.se1;Pieza_prueba_Maxwell_2;.NC
Glorystar Fiber Laser / GS-3015CE;782;PstGSR01.exe;PstGSR01.se1;DXFPUNC0;.NC
Glorystar Fiber Laser / GS-3015CE;783;PstGSR01.exe;PstGSR01.se1;DXFPAR0105;.NC
GN-Laser / Cypcut;762;PstWgn01.exe;PstWgn01.se1;Pieza_prueba_Maxwell;.NC
GN-Laser / Cypcut;763;PstWgn01.exe;PstWgn01.se1;Pieza_prueba_Maxwell_2;.NC
GN-Laser / Cypcut;764;PstWgn01.exe;PstWgn01.se1;DXFPART7;.NC
GN-Laser / Cypcut;765;PstWgn01.exe;PstWgn01.se1;DXFPUNC0;.NC
GN-Laser / Cypcut;766;PstWgn01.exe;PstWgn01.se1;DXFPAR0105;.NC
Goiti / Fagor 8070;784;pstgoi06.exe;0J.se1;Pieza_prueba_Maxwell_2;.PIM
Goiti / Fagor 8070;785;pstgoi06.exe;0J.se1;DXFPART7;.PIM
Goiti / Fagor 8070;786;pstgoi06.exe;0J.se1;DXFPAR0105;.PIM
Goiti CPM-1250-20CR Nisshinbo;787;pstgoi03.exe;pstgoi03.se1;Pieza_prueba_Maxwell_2;.CNC
Goiti CPM-1250-20CR Nisshinbo;788;pstgoi03.exe;pstgoi03.se1;DXFPART7;.CNC
Goiti CPM-1250-20CR Nisshinbo;789;pstgoi03.exe;pstgoi03.se1;DXFPAR0105;.CNC
GOITI IRIS / FAGOR 8070;767;pstgoi08.exe;pstgoi08.se1;Pieza_prueba_Maxwell;.LSR
GOITI IRIS / FAGOR 8070;768;pstgoi08.exe;pstgoi08.se1;Pieza_prueba_Maxwell_2;.LSR
GOITI IRIS / FAGOR 8070;769;pstgoi08.exe;pstgoi08.se1;DXFPUNC0;.LSR
GOITI IRIS / FAGOR 8070;770;pstgoi08.exe;pstgoi08.se1;DXFPAR0105;.LSR
Goiti Iris / Fagor 8070 2;790;pstgoi08.exe;0K.se1;Pieza_prueba_Maxwell;.LSR
Goiti Iris / Fagor 8070 2;791;pstgoi08.exe;0K.se1;DXFPART7;.LSR
Goiti Iris / Fagor 8070 2;792;pstgoi08.exe;0K.se1;Pieza_prueba_Maxwell_2;.LSR
Goiti Iris / Fagor 8070 2;793;pstgoi08.exe;0K.se1;DXFPUNC0;.LSR
Goiti Iris / Fagor 8070 2;794;pstgoi08.exe;0K.se1;DXFPAR0105;.LSR
Goiti P1631 / Fagor 8070;795;pstgoi06.exe;0L.se1;Pieza_prueba_Maxwell_2;.PIM
Goiti P1631 / Fagor 8070;796;pstgoi06.exe;0L.se1;DXFPART7;.PIM
Goiti P1631 / Fagor 8070;797;pstgoi06.exe;0L.se1;DXFPAR0105;.PIM
Goiti PGA3 - Fagor 8050;798;pstgoi01.exe;pstgoi01.se5;Pieza_prueba_Maxwell_2;.pim
Goiti PGA3 - Fagor 8050;799;pstgoi01.exe;pstgoi01.se5;DXFPART7;.pim
Goiti PGA3 - Fagor 8050;800;pstgoi01.exe;pstgoi01.se5;DXFPAR0105;.pim
Golden Arrow Waterjet bevel 5X /ESA;801;pstgaw01.exe;pstgaw01.se1;Pieza_prueba_Maxwell;.PGM
Golden Arrow Waterjet bevel 5X /ESA;802;pstgaw01.exe;pstgaw01.se1;Pieza_prueba_Maxwell_2;.PGM
Golden Arrow Waterjet bevel 5X /ESA;803;pstgaw01.exe;pstgaw01.se1;DXFPAR0105;.PGM
Golden Arrow Waterjet bevel 5X /ESA;804;pstgaw01.exe;pstgaw01.se1;DXFPART7;.PGM
HACO OMATIC 212R / TPC 25GR;PGP1;pstome03.exe;pstome03.se1;Pieza_prueba_Maxwell_2;.ISO
HACO OMATIC 212R / TPC 25GR;PGP1;pstome03.exe;pstome03.se1;DXFPART7;.ISO
HACO OMATIC 212R / TPC 25GR;PGP1;pstome03.exe;pstome03.se1;DXFPAR0105;.ISO
HAN KWANG / F V08;808;Psthkw04.exe;Psthkw04.se1;Pieza_prueba_Maxwell;.MPF
HAN KWANG / F V08;809;Psthkw04.exe;Psthkw04.se1;DXFPUNC0;.MPF
HAN KWANG / F V08;810;Psthkw04.exe;Psthkw04.se1;Pieza_prueba_Maxwell_2;.MPF
HAN KWANG / F V08;811;Psthkw04.exe;Psthkw04.se1;DXFPAR0105;.MPF
Han Laser / PA8000;863;PstHls01.exe;PstHls01.se1;Pieza_prueba_Maxwell;
Han Laser / PA8000;864;PstHls01.exe;PstHls01.se1;DXFPART7;
Han Laser / PA8000;865;PstHls01.exe;PstHls01.se1;DXFPUNC0;
Han Laser / PA8000;866;PstHls01.exe;PstHls01.se1;Pieza_prueba_Maxwell_2;
Han Laser / PA8000;867;PstHls01.exe;PstHls01.se1;DXFPAR0105;
Han Laser / Rexroth;868;PstHls06.exe;PstHls06.se1;Pieza_prueba_Maxwell;.NC
Han Laser / Rexroth;869;PstHls06.exe;PstHls06.se1;Pieza_prueba_Maxwell_2;.NC
Han Laser / Rexroth;870;PstHls06.exe;PstHls06.se1;DXFPUNC0;.NC
Han Laser / Rexroth;871;PstHls06.exe;PstHls06.se1;DXFPART7;.NC
Han Laser / Rexroth;872;PstHls06.exe;PstHls06.se1;DXFPAR0105;.NC
HAN'S MP LASER MPS-3015C/PA8000;812;PstMPS01.exe;PstMPS01.se1;Pieza_prueba_Maxwell;.NC
HAN'S MP LASER MPS-3015C/PA8000;813;PstMPS01.exe;PstMPS01.se1;DXFPUNC0;.NC
HAN'S MP LASER MPS-3015C/PA8000;814;PstMPS01.exe;PstMPS01.se1;Pieza_prueba_Maxwell_2;.NC
HAN'S MP LASER MPS-3015C/PA8000;815;PstMPS01.exe;PstMPS01.se1;DXFPART7;.NC
HAN'S MP LASER MPS-3015C/PA8000;816;PstMPS01.exe;PstMPS01.se1;DXFPAR0105;.NC
Hankwang FS3015 3.3kw;873;Psthkw04.exe;0M.se1;Pieza_prueba_Maxwell;.MPF
Hankwang FS3015 3.3kw;874;Psthkw04.exe;0M.se1;Pieza_prueba_Maxwell_2;.MPF
Hankwang FS3015 3.3kw;875;Psthkw04.exe;0M.se1;DXFPUNC0;.MPF
Hankwang FS3015 3.3kw;876;Psthkw04.exe;0M.se1;DXFPAR0105;.MPF
Hankwang FS3015 4kw;877;Psthkw04.exe;0N.se1;Pieza_prueba_Maxwell;.MPF
Hankwang FS3015 4kw;878;Psthkw04.exe;0N.se1;Pieza_prueba_Maxwell_2;.MPF
Hankwang FS3015 4kw;879;Psthkw04.exe;0N.se1;DXFPAR0105;.MPF
Hankwang FS3015 4kw;880;Psthkw04.exe;0N.se1;DXFPUNC0;.MPF
Hanto Oxycut / Samsung;881;psthan01.exe;psthan01.se1;Pieza_prueba_Maxwell;
Hanto Oxycut / Samsung;882;psthan01.exe;psthan01.se1;Pieza_prueba_Maxwell_2;
Hanto Oxycut / Samsung;883;psthan01.exe;psthan01.se1;DXFPART7;
Hanto Oxycut / Samsung;884;psthan01.exe;psthan01.se1;DXFPAR0105;
Hanto Plasma / Samsung;885;psthan01.exe;psthan01.se2;Pieza_prueba_Maxwell;
Hanto Plasma / Samsung;886;psthan01.exe;psthan01.se2;DXFPART7;
Hanto Plasma / Samsung;887;psthan01.exe;psthan01.se2;DXFPAR0105;
Hanto Plasma / Samsung;888;psthan01.exe;psthan01.se2;Pieza_prueba_Maxwell_2;
HDF 3015 II / Sinumerik 840D;817;pstdur11.exe;0O.se1;Pieza_prueba_Maxwell;.MPF
HDF 3015 II / Sinumerik 840D;818;pstdur11.exe;0O.se1;DXFPART7;.MPF
HDF 3015 II / Sinumerik 840D;819;pstdur11.exe;0O.se1;Pieza_prueba_Maxwell_2;.MPF
HDF 3015 II / Sinumerik 840D;820;pstdur11.exe;0O.se1;DXFPUNC0;.MPF
HDF 3015 II / Sinumerik 840D;821;pstdur11.exe;0O.se1;DXFPAR0105;.MPF
Held / PA8000;889;psthel01.exe;psthel01.se1;Pieza_prueba_Maxwell;
Held / PA8000;890;psthel01.exe;psthel01.se1;DXFPART7;
Held / PA8000;891;psthel01.exe;psthel01.se1;Pieza_prueba_Maxwell_2;
Held / PA8000;892;psthel01.exe;psthel01.se1;DXFPUNC0;
Held / PA8000;893;psthel01.exe;psthel01.se1;DXFPAR0105;
HN Photonics/ HYpulsar4020;822;PSTHNP01.exe;PSTHNP01.se1;Pieza_prueba_Maxwell;.PIM
HN Photonics/ HYpulsar4020;823;PSTHNP01.exe;PSTHNP01.se1;DXFPART7;.PIM
HN Photonics/ HYpulsar4020;824;PSTHNP01.exe;PSTHNP01.se1;DXFPUNC0;.PIM
HN Photonics/ HYpulsar4020;825;PSTHNP01.exe;PSTHNP01.se1;Pieza_prueba_Maxwell_2;.PIM
HN Photonics/ HYpulsar4020;826;PSTHNP01.exe;PSTHNP01.se1;DXFPAR0105;.PIM
Honkys BR / Oxy;894;PstHon02.exe;PstHon02.se2;Pieza_prueba_Maxwell;.NCP
Honkys BR / Oxy;895;PstHon02.exe;PstHon02.se2;DXFPART7;.NCP
Honkys BR / Oxy;896;PstHon02.exe;PstHon02.se2;DXFPAR0105;.NCP
Honkys BR / Oxy;897;PstHon02.exe;PstHon02.se2;Pieza_prueba_Maxwell_2;.NCP
Honkys BR / Plasma;898;PstHon02.exe;PstHon02.se1;Pieza_prueba_Maxwell;.NCP
Honkys BR / Plasma;899;PstHon02.exe;PstHon02.se1;Pieza_prueba_Maxwell_2;.NCP
Honkys BR / Plasma;900;PstHon02.exe;PstHon02.se1;DXFPAR0105;.NCP
Honkys BR / Plasma;901;PstHon02.exe;PstHon02.se1;DXFPART7;.NCP
HPi PLASMA;847;psthpc03.exe;psthpc03.se1;Pieza_prueba_Maxwell;.DIN
HPi PLASMA;848;psthpc03.exe;psthpc03.se1;DXFPART7;.DIN
HPi PLASMA;849;psthpc03.exe;psthpc03.se1;Pieza_prueba_Maxwell_2;.DIN
HPi PLASMA;850;psthpc03.exe;psthpc03.se1;DXFPAR0105;.DIN
Hpm Plasma;902;psthpm02.exe;psthpm02.se1;Pieza_prueba_Maxwell;.ISO
Hpm Plasma;903;psthpm02.exe;psthpm02.se1;DXFPART7;.ISO
Hpm Plasma;904;psthpm02.exe;psthpm02.se1;Pieza_prueba_Maxwell_2;.ISO
Hpm Plasma;905;psthpm02.exe;psthpm02.se1;DXFPAR0105;.ISO
HYPERTHERM EDGE II HPR400XD;855;PstHyp01.exe;0P.se1;Pieza_prueba_Maxwell;.cnc
HYPERTHERM EDGE II HPR400XD;856;PstHyp01.exe;0P.se1;DXFPART7;.cnc
HYPERTHERM EDGE II HPR400XD;857;PstHyp01.exe;0P.se1;Pieza_prueba_Maxwell_2;.cnc
HYPERTHERM EDGE II HPR400XD;858;PstHyp01.exe;0P.se1;DXFPAR0105;.cnc
HYPERTHERM EDGE II;851;PstHyp01.exe;0Q.se1;Pieza_prueba_Maxwell;.cnc
HYPERTHERM EDGE II;852;PstHyp01.exe;0Q.se1;Pieza_prueba_Maxwell_2;.cnc
HYPERTHERM EDGE II;853;PstHyp01.exe;0Q.se1;DXFPART7;.cnc
HYPERTHERM EDGE II;854;PstHyp01.exe;0Q.se1;DXFPAR0105;.cnc
Intermac Primus 322 5X;928;Pstimc02.exe;Pstimc02.se2;Pieza_prueba_Maxwell;.CNI
Intermac Primus 322 5X;929;Pstimc02.exe;Pstimc02.se2;DXFPART7;.CNI
Intermac Primus 322 5X;930;Pstimc02.exe;Pstimc02.se2;Pieza_prueba_Maxwell_2;.CNI
Intermac Primus 322 5X;931;Pstimc02.exe;Pstimc02.se2;DXFPAR0105;.CNI
INTERMAC 1HEAD;906;pstIMC01.exe;pstIMC01.se2;Pieza_prueba_Maxwell;.CNI
INTERMAC 1HEAD;907;pstIMC01.exe;pstIMC01.se2;Pieza_prueba_Maxwell_2;.CNI
INTERMAC 1HEAD;908;pstIMC01.exe;pstIMC01.se2;DXFPART7;.CNI
INTERMAC 1HEAD;909;pstIMC01.exe;pstIMC01.se2;DXFPAR0105;.CNI
INTERMAC 2Multiheads;910;pstIMC01.exe;pstIMC01.se1;Pieza_prueba_Maxwell;.CNI
INTERMAC 2Multiheads;911;pstIMC01.exe;pstIMC01.se1;Pieza_prueba_Maxwell_2;.CNI
INTERMAC 2Multiheads;912;pstIMC01.exe;pstIMC01.se1;DXFPART7;.CNI
INTERMAC 2Multiheads;913;pstIMC01.exe;pstIMC01.se1;DXFPAR0105;.CNI
ISL Gadius 500 fiber laser;914;PstIsl01.exe;PstIsl01.se1;Pieza_prueba_Maxwell;.PRG
ISL Gadius 500 fiber laser;915;PstIsl01.exe;PstIsl01.se1;Pieza_prueba_Maxwell_2;.PRG
ISL Gadius 500 fiber laser;916;PstIsl01.exe;PstIsl01.se1;DXFPAR0105;.PRG
ISL Gadius 500 fiber laser;917;PstIsl01.exe;PstIsl01.se1;DXFPUNC0;.PRG
ISL Maximus 2000 fiber laser;918;PstIsl01.exe;PstIsl01.se2;Pieza_prueba_Maxwell;.PRG
ISL Maximus 2000 fiber laser;919;PstIsl01.exe;PstIsl01.se2;DXFPART7;.PRG
ISL Maximus 2000 fiber laser;920;PstIsl01.exe;PstIsl01.se2;Pieza_prueba_Maxwell_2;.PRG
ISL Maximus 2000 fiber laser;921;PstIsl01.exe;PstIsl01.se2;DXFPUNC0;.PRG
ISL Maximus 2000 fiber laser;922;PstIsl01.exe;PstIsl01.se2;DXFPAR0105;.PRG
JFY MC-40 Fanuc Oi-MateC;932;pstjfy02.exe;pstjfy02.se1;Pieza_prueba_Maxwell_2;.CNC
JFY MC-40 Fanuc Oi-MateC;933;pstjfy02.exe;pstjfy02.se1;DXFPART7;.CNC
JFY MC-40 Fanuc Oi-MateC;934;pstjfy02.exe;pstjfy02.se1;DXFPAR0105;.CNC
JFY VT-300 / Fanuc;935;pstjfy01.exe;0R.se1;DXFPART7;.vnc
JIER Laser/PA8000;936;PSTJER02.exe;PSTJER02.se1;Pieza_prueba_Maxwell;
JIER Laser/PA8000;937;PSTJER02.exe;PSTJER02.se1;DXFPUNC0;
JIER Laser/PA8000;938;PSTJER02.exe;PSTJER02.se1;Pieza_prueba_Maxwell_2;
JIER Laser/PA8000;939;PSTJER02.exe;PSTJER02.se1;DXFPART7;
JIER Laser/PA8000;940;PSTJER02.exe;PSTJER02.se1;DXFPAR0105;
Jier machine plasma;941;pstjer01.exe;pstjer01.se1;Pieza_prueba_Maxwell;.CNC
Jier machine plasma;942;pstjer01.exe;pstjer01.se1;DXFPART7;.CNC
Jier machine plasma;943;pstjer01.exe;pstjer01.se1;Pieza_prueba_Maxwell_2;.CNC
Jier machine plasma;944;pstjer01.exe;pstjer01.se1;DXFPAR0105;.CNC
JinFangYuan HFC3015 Laser / Beckhoff;945;pstjfy05.exe;pstjfy05.se1;Pieza_prueba_Maxwell;.NC
JinFangYuan HFC3015 Laser / Beckhoff;946;pstjfy05.exe;pstjfy05.se1;Pieza_prueba_Maxwell_2;.NC
JinFangYuan HFC3015 Laser / Beckhoff;947;pstjfy05.exe;pstjfy05.se1;DXFPUNC0;.NC
JinFangYuan HFC3015 Laser / Beckhoff;948;pstjfy05.exe;pstjfy05.se1;DXFPART7;.NC
JinFangYuan HFC3015 Laser / Beckhoff;949;pstjfy05.exe;pstjfy05.se1;DXFPAR0105;.NC
Euromac MTX 12 - Autom;670;psteur03.exe;0S.se4;DXFPART7;.NC
DALCOS XML;476;pstdal04.exe;pstdal04.se1;Pieza_prueba_Maxwell_2;.XML
DALCOS XML;477;pstdal04.exe;pstdal04.se1;DXFPART7;.XML
DALCOS XML;478;pstdal04.exe;pstdal04.se1;DXFPAR0105;.XML
Jordi Fiber Laser 5X / ESA 6Kw;963;pstjrd01.exe;pstjrd01.se3;Pieza_prueba_Maxwell;.PGM
Jordi Fiber Laser 5X / ESA 6Kw;964;pstjrd01.exe;pstjrd01.se3;DXFPUNC0;.PGM
Jordi Fiber Laser 5X / ESA 6Kw;965;pstjrd01.exe;pstjrd01.se3;DXFPART7;.PGM
Jordi Fiber Laser 5X / ESA 6Kw;966;pstjrd01.exe;pstjrd01.se3;Pieza_prueba_Maxwell_2;.PGM
Jordi Fiber Laser 5X / ESA 6Kw;967;pstjrd01.exe;pstjrd01.se3;DXFPAR0105;.PGM
Jordi Fiber Laser 5X / ESA 8Kw;968;pstjrd01.exe;pstjrd01.se4;Pieza_prueba_Maxwell;.PGM
Jordi Fiber Laser 5X / ESA 8Kw;969;pstjrd01.exe;pstjrd01.se4;DXFPUNC0;.PGM
Jordi Fiber Laser 5X / ESA 8Kw;970;pstjrd01.exe;pstjrd01.se4;Pieza_prueba_Maxwell_2;.PGM
Jordi Fiber Laser 5X / ESA 8Kw;971;pstjrd01.exe;pstjrd01.se4;DXFPAR0105;.PGM
Jordi Fiber Laser / ESA 2Kw;950;PstJrd01.exe;PstJrd01.se1;Pieza_prueba_Maxwell;.PGM
Jordi Fiber Laser / ESA 2Kw;951;PstJrd01.exe;PstJrd01.se1;DXFPUNC0;.PGM
Jordi Fiber Laser / ESA 2Kw;952;PstJrd01.exe;PstJrd01.se1;DXFPAR0105;.PGM
Jordi Fiber Laser / ESA 2Kw;953;PstJrd01.exe;PstJrd01.se1;Pieza_prueba_Maxwell_2;.PGM
Jordi Fiber Laser / ESA 4Kw;954;pstjrd01.exe;pstjrd01.se2;Pieza_prueba_Maxwell;.PGM
Jordi Fiber Laser / ESA 4Kw;955;pstjrd01.exe;pstjrd01.se2;Pieza_prueba_Maxwell_2;.PGM
Jordi Fiber Laser / ESA 4Kw;956;pstjrd01.exe;pstjrd01.se2;DXFPUNC0;.PGM
Jordi Fiber Laser / ESA 4Kw;957;pstjrd01.exe;pstjrd01.se2;DXFPAR0105;.PGM
Jordi Fiber Laser / ESA 4kW 2;958;pstjrd01.exe;0T.se2;Pieza_prueba_Maxwell;.PGM
Jordi Fiber Laser / ESA 4kW 2;959;pstjrd01.exe;0T.se2;Pieza_prueba_Maxwell_2;.PGM
Jordi Fiber Laser / ESA 4kW 2;960;pstjrd01.exe;0T.se2;DXFPUNC0;.PGM
Jordi Fiber Laser / ESA 4kW 2;961;pstjrd01.exe;0T.se2;DXFPART7;.PGM
Jordi Fiber Laser / ESA 4kW 2;962;pstjrd01.exe;0T.se2;DXFPAR0105;.PGM
Jorg Laser Coil;972;PstJor01.exe;PstJor01.se1;Pieza_prueba_Maxwell;.CNC
Jorg Laser Coil;973;PstJor01.exe;PstJor01.se1;Pieza_prueba_Maxwell_2;.CNC
Jorg Laser Coil;974;PstJor01.exe;PstJor01.se1;DXFPUNC0;.CNC
Jorg Laser Coil;975;PstJor01.exe;PstJor01.se1;DXFPART7;.CNC
Jorg Laser Coil;976;PstJor01.exe;PstJor01.se1;DXFPAR0105;.CNC
Kangmeifeng Comifo Plasma;999;pstkmf01.exe;pstkmf01.se1;Pieza_prueba_Maxwell;.g
Kangmeifeng Comifo Plasma;1000;pstkmf01.exe;pstkmf01.se1;Pieza_prueba_Maxwell_2;.g
Kangmeifeng Comifo Plasma;1001;pstkmf01.exe;pstkmf01.se1;DXFPAR0105;.g
Kangmeifeng Comifo Plasma;1002;pstkmf01.exe;pstkmf01.se1;DXFPART7;.g
KF1606 OXYCUT LEFT;977;PstKal01.exe;PstKal01.se8;Pieza_prueba_Maxwell;.NC
KF1606 OXYCUT LEFT;978;PstKal01.exe;PstKal01.se8;Pieza_prueba_Maxwell_2;.NC
KF1606 OXYCUT LEFT;979;PstKal01.exe;PstKal01.se8;DXFPAR0105;.NC
KF2512 PLASMA LEFT;980;PstKal01.exe;PstKal01.se3;Pieza_prueba_Maxwell;.NC
KF2512 PLASMA LEFT;981;PstKal01.exe;PstKal01.se3;Pieza_prueba_Maxwell_2;.NC
KF2512 PLASMA LEFT;982;PstKal01.exe;PstKal01.se3;DXFPAR0105;.NC
KF2512 PLASMA RIGHT;983;PstKal01.exe;PstKal01.se1;Pieza_prueba_Maxwell;.CNC
KF2512 PLASMA RIGHT;984;PstKal01.exe;PstKal01.se1;Pieza_prueba_Maxwell_2;.CNC
KF2512 PLASMA RIGHT;985;PstKal01.exe;PstKal01.se1;DXFPART7;.CNC
KF2512 PLASMA RIGHT;986;PstKal01.exe;PstKal01.se1;DXFPAR0105;.CNC
Kimtech / Heidenham;1003;pstklm01.exe;pstklm01.se1;Pieza_prueba_Maxwell;.DNC
Kimtech / Heidenham;1004;pstklm01.exe;pstklm01.se1;Pieza_prueba_Maxwell_2;.DNC
Kimtech / Heidenham;1005;pstklm01.exe;pstklm01.se1;DXFPART7;.DNC
Kimtech / Heidenham;1006;pstklm01.exe;pstklm01.se1;DXFPAR0105;.DNC
KINETIC Drill HiDef Plasma;991;pstKIN01.exe;pstKIN01.se1;Pieza_prueba_Maxwell;.nc
KINETIC Drill HiDef Plasma;992;pstKIN01.exe;pstKIN01.se1;DXFPAR0105;.nc
KINETIC Drill HiDef Plasma;993;pstKIN01.exe;pstKIN01.se1;Pieza_prueba_Maxwell_2;.nc
KINETIC Drill HiDef Plasma;994;pstKIN01.exe;pstKIN01.se1;DXFPART7;.nc
KINETIC Drill Oxycut;995;pstKIN01.exe;PstKin01.se2;Pieza_prueba_Maxwell;.nc
KINETIC Drill Oxycut;996;pstKIN01.exe;PstKin01.se2;DXFPART7;.nc
KINETIC Drill Oxycut;997;pstKIN01.exe;PstKin01.se2;Pieza_prueba_Maxwell_2;.nc
KINETIC Drill Oxycut;998;pstKIN01.exe;PstKin01.se2;DXFPAR0105;.nc
Koike Gas;1007;pstkoi02.exe;pstkoi02.se2;Pieza_prueba_Maxwell;.TXT
Koike Gas;1008;pstkoi02.exe;pstkoi02.se2;DXFPAR0105;.TXT
Koike Gas;1009;pstkoi02.exe;pstkoi02.se2;Pieza_prueba_Maxwell_2;.TXT
Koike Gas;1010;pstkoi02.exe;pstkoi02.se2;DXFPART7;.TXT
Koike Hi-Def Plasma Bevel;1011;pstkoi08.exe;pstkoi08.se1;Pieza_prueba_Maxwell;.txt
Koike Hi-Def Plasma Bevel;1012;pstkoi08.exe;pstkoi08.se1;Pieza_prueba_Maxwell_2;.txt
Koike Hi-Def Plasma Bevel;1013;pstkoi08.exe;pstkoi08.se1;DXFPART7;.txt
Koike Hi-Def Plasma Bevel;1014;pstkoi08.exe;pstkoi08.se1;DXFPAR0105;.txt
Koike IK/AG / Hybrid NC-D7;1015;pstkoi01.exe;pstkoi01.se2;Pieza_prueba_Maxwell;.txt
Koike IK/AG / Hybrid NC-D7;1016;pstkoi01.exe;pstkoi01.se2;DXFPART7;.txt
Koike IK/AG / Hybrid NC-D7;1017;pstkoi01.exe;pstkoi01.se2;Pieza_prueba_Maxwell_2;.txt
Koike IK/AG / Hybrid NC-D7;1018;pstkoi01.exe;pstkoi01.se2;DXFPAR0105;.txt
Koike Katana Gas;1019;pstkoi14.exe;pstkoi14.se2;Pieza_prueba_Maxwell;.TXT
Koike Katana Gas;1020;pstkoi14.exe;pstkoi14.se2;Pieza_prueba_Maxwell_2;.TXT
Koike Katana Gas;1021;pstkoi14.exe;pstkoi14.se2;DXFPART7;.TXT
Koike Katana Gas;1022;pstkoi14.exe;pstkoi14.se2;DXFPAR0105;.TXT
Koike Katana OXY;1023;pstkoi14.exe;0U.se2;Pieza_prueba_Maxwell;.din
Koike Katana OXY;1024;pstkoi14.exe;0U.se2;DXFPAR0105;.din
Koike Katana OXY;1025;pstkoi14.exe;0U.se2;DXFPART7;.din
Koike Katana OXY;1026;pstkoi14.exe;0U.se2;Pieza_prueba_Maxwell_2;.din
Koike Katana PLASMA;1027;pstkoi14.exe;pstkoi14.se1;Pieza_prueba_Maxwell;.din
Koike Katana PLASMA;1028;pstkoi14.exe;pstkoi14.se1;Pieza_prueba_Maxwell_2;.din
Koike Katana PLASMA;1029;pstkoi14.exe;pstkoi14.se1;DXFPAR0105;.din
Koike Katana PLASMA;1030;pstkoi14.exe;pstkoi14.se1;DXFPART7;.din
Koike Katana Plasma 2;1031;pstkoi14.exe;0V.se1;DXFPART7;.NC
Koike Katana Plasma 2;1032;pstkoi14.exe;0V.se1;Pieza_prueba_Maxwell;.NC
Koike Katana Plasma 2;1033;pstkoi14.exe;0V.se1;DXFPAR0105;.NC
Koike Katana Plasma 2;1034;pstkoi14.exe;0V.se1;Pieza_prueba_Maxwell_2;.NC
Koike Laser / Fanuc;1035;pstkoi12.exe;pstkoi12.se1;Pieza_prueba_Maxwell;.NC
Koike Laser / Fanuc;1036;pstkoi12.exe;pstkoi12.se1;Pieza_prueba_Maxwell_2;.NC
Koike Laser / Fanuc;1037;pstkoi12.exe;pstkoi12.se1;DXFPART7;.NC
Koike Laser / Fanuc;1038;pstkoi12.exe;pstkoi12.se1;DXFPUNC0;.NC
Koike Laser / Fanuc;1039;pstkoi12.exe;pstkoi12.se1;DXFPAR0105;.NC
Koike Lasertex TR / Fanuc;1040;pstkoi15.exe;pstkoi15.se1;Pieza_prueba_Maxwell;.NC
Koike Lasertex TR / Fanuc;1041;pstkoi15.exe;pstkoi15.se1;Pieza_prueba_Maxwell_2;.NC
Koike Lasertex TR / Fanuc;1042;pstkoi15.exe;pstkoi15.se1;DXFPART7;.NC
Koike Lasertex TR / Fanuc;1043;pstkoi15.exe;pstkoi15.se1;DXFPUNC0;.NC
Koike Lasertex TR / Fanuc;1044;pstkoi15.exe;pstkoi15.se1;DXFPAR0105;.NC
Koike Oxycut Fanuc;1045;pstkoi08.exe;pstkoi08.se2;Pieza_prueba_Maxwell;.NC1
Koike Oxycut Fanuc;1046;pstkoi08.exe;pstkoi08.se2;Pieza_prueba_Maxwell_2;.NC1
Koike Oxycut Fanuc;1047;pstkoi08.exe;pstkoi08.se2;DXFPAR0105;.NC1
Koike Oxycut Fanuc;1048;pstkoi08.exe;pstkoi08.se2;DXFPART7;.NC1
Koike Plasma;1049;pstkoi02.exe;pstkoi02.se1;Pieza_prueba_Maxwell;.NC
Koike Plasma;1050;pstkoi02.exe;pstkoi02.se1;Pieza_prueba_Maxwell_2;.NC
Koike Plasma;1051;pstkoi02.exe;pstkoi02.se1;DXFPAR0105;.NC
Koike Plasma;1052;pstkoi02.exe;pstkoi02.se1;DXFPART7;.NC
Korustan Nukon Fiber Laser;1053;PSTKOR01.exe;PSTKOR01.se1;Pieza_prueba_Maxwell;.cnc
Korustan Nukon Fiber Laser;1054;PSTKOR01.exe;PSTKOR01.se1;DXFPUNC0;.cnc
